Cell ID,Afterhyperpolarization (mV),Age (postnatal days),CTKE T type,CTKE T type confidence,CTKE T type top-3 (Top three mapping M1 cell types from CTKE with bootstrap-based confidence of mapping to each type),Cre (+ or -),ISI adaptation index,Inferred layer,Max number of APs,Membrane time constant (ms),Mouse genotype,RNA family (subclass),Sex,Spike frequency adaptation,Targeted layer,Upstroke-to-downstroke ratio,VISp Viewer T type,VISp Viewer T type top-3 (Top three mapping VISp/ALM cell types from Tasic et al 2018 and used in the VISp Viewer with bootstrap-based confidence of mapping to each type),VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
20190423_sample_10,18.3061957359313,76,Pvalb Calb1_1,0.82,"Pvalb Calb1_1 (82.1%), Pvalb Kank4 (13.6%)",PV+,1.23809523809523,L6,54,9.92885937227191,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.514285714285714,L6,1.21159815204223,Pvalb Sema3e Kank4,Pvalb Sema3e Kank4 (99.0%),Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Calb1_1,Pvalb_Calb1_1,unk,unk,unk
20190423_sample_3,5.9690736234188,76,L6 CT Cpa6,0.73,"L6 CT Cpa6 (73.1%), L6 CT Pou3f2 (11.7%), L6 CT Grp (9.4%)",PV-,1.5687573042462,L6,16,9.810958040036,Pvalb-Cre/wt; Ai9/wt,CT,F,0.777777777777777,L6,3.64517563394487,L6 CT ALM Cpa6,"L6 CT ALM Cpa6 (86.0%), L6 CT VISp Krt80 Sla (8.0%), L6 CT VISp Nxph2 Wls (3.0%)",L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190423_sample_5,3.4990832209587,76,L6b Ror1,0.79,"L6b Ror1 (78.7%), L6b Kcnip1 (14.7%), L6b Shisa6_1 (5.6%)",PV-,1.2564841498559,L6,21,17.5230776521023,Pvalb-Cre/wt; Ai9/wt,CT,F,0.909090909090909,L6,4.36317990702564,L6b P2ry12,L6b P2ry12 (97.0%),L6b,L6b_P2ry12,L6b_P2ry12,L6b,L6b_Ror1,L6b_Ror1,unk,unk,unk
20190423_sample_7,14.6892927587032,76,L6 CT Cpa6,0.65,"L6 CT Cpa6 (64.7%), L6 CT Pou3f2 (29.7%), L6b Col6a1 (4.6%)",PV-,1.4095238095238,L6,17,8.95704911507029,Pvalb-Cre/wt; Ai9/wt,CT,F,0.7,L6,2.8477462477278,L6 CT ALM Cpa6,"L6 CT ALM Cpa6 (47.0%), L6 CT ALM Nxph2 Sla (41.0%), L6 CT VISp Krt80 Sla (12.0%)",L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190423_sample_8,24.4031697511672,76,Pvalb Il1rapl2,0.56,"Pvalb Il1rapl2 (55.6%), Pvalb Calb1_2 (35.1%), Pvalb Calb1_1 (7.7%)",PV+,1.02222222222222,L6,58,4.95187345976186,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.9,L6,1.191902541136,Pvalb Tpbg,"Pvalb Tpbg (74.0%), Pvalb Reln Tac1 (13.0%), Pvalb Sema3e Kank4 (12.0%)",Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20190424_sample_1,12.2921653091907,64,L6 CT Cpa6,0.78,"L6 CT Cpa6 (78.4%), L6b Col6a1 (20.7%)",PV-,1.44121532364597,L6,7,9.55874036892261,Pvalb-Cre/wt; Ai9/wt,CT,F,,L6,3.09823163689529,L6 CT ALM Cpa6,"L6 CT ALM Cpa6 (63.0%), L6 CT VISp Krt80 Sla (21.0%), L6 CT ALM Nxph2 Sla (15.0%)",L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190424_sample_2,19.8799297213554,64,Pvalb Calb1_1,0.43,"Pvalb Calb1_1 (43.3%), Pvalb Calb1_2 (38.9%), Pvalb Gpr149 (9.7%)",PV+,1.18833333333333,L6,47,6.80329402923044,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.74074074074074,L6,1.35186099316964,Pvalb Sema3e Kank4,"Pvalb Sema3e Kank4 (86.0%), Pvalb Calb1 Sst (12.0%)",Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Calb1_1,Pvalb_Calb1_1,unk,unk,unk
20190424_sample_3,8.89870151877403,64,L6 CT Cpa6,0.88,"L6 CT Cpa6 (88.3%), L6b Col6a1 (5.3%), L6 CT Pou3f2 (3.1%)",PV-,1.40758754863813,L6,11,9.79353225153902,Pvalb-Cre/wt; Ai9/wt,CT,F,0.571428571428571,L6,3.18472231643597,L6 CT ALM Cpa6,L6 CT ALM Cpa6 (99.0%),L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190424_sample_4,7.05326721072197,64,L6 CT Pou3f2,0.98,L6 CT Pou3f2 (98.4%),PV-,1.70805369127516,L6,25,7.42699130402349,Pvalb-Cre/wt; Ai9/wt,CT,F,0.5625,L6,2.91279062705063,L6 CT ALM Nxph2 Sla,L6 CT ALM Nxph2 Sla (100.0%),L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Pou3f2,unk,unk,unk
20190424_sample_5,4.42468374967575,64,L6 CT Pou3f2,0.54,"L6 CT Pou3f2 (53.6%), L6 CT Cpa6 (18.7%), L6b Col6a1 (15.0%)",PV-,1.44025157232704,L6,20,5.11722782497555,Pvalb-Cre/wt; Ai9/wt,CT,F,0.9,L6,3.32520900612037,L6 CT ALM Nxph2 Sla,"L6 CT ALM Nxph2 Sla (59.0%), L6 CT ALM Cpa6 (37.0%)",L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Pou3f2,unk,unk,unk
20190424_sample_6,4.29447367787361,64,L6 IT_2,0.82,"L6 IT_2 (81.9%), L5 IT_4 (8.4%), L6 IT_1 (5.6%)",PV-,11.4281437125748,L6,13,12.3893092655119,Pvalb-Cre/wt; Ai9/wt,IT,F,0.625,L6,5.64108496880863,L6 IT VISp Penk Fst,"L6 IT VISp Penk Fst (88.0%), L6 IT VISp Penk Col27a1 (9.0%)",L6IT,L6IT_IT,L6IT_IT_VISp,L6IT_2,L6IT_2_IT_2,L6IT_2_IT_2,unk,unk,unk
20190424_sample_7,8.42523947358131,64,Lamp5 Pdlim5_1,0.82,"Lamp5 Pdlim5_1 (81.6%), Lamp5 Egln3_3 (13.3%), Lamp5 Egln3_2 (2.9%)",PV-,2.12697768762677,L1,26,9.62443946352446,Pvalb-Cre/wt; Ai9/wt,Lamp5,F,0.846153846153846,L1,2.56398413471391,Lamp5 Ntn1 Npy2r,Lamp5 Ntn1 Npy2r (95.0%),Lamp5,Lamp5_Ntn1,Lamp5_Ntn1_Npy2r,Lamp5,Lamp5_Pdlim5_1,Lamp5_Pdlim5_1,unk,unk,unk
20190425_sample_1,-2.60525941848754,122,L6 IT_2,0.81,"L6 IT_2 (81.1%), L6 IT_1 (18.0%)",PV-,5.1774193548387,L6,14,12.5194608665324,Pvalb-Cre/wt; Ai9/wt,IT,M,0.75,L6,4.24917796276635,L6 IT VISp Penk Col27a1,L6 IT VISp Penk Col27a1 (99.0%),L6IT,L6IT_IT,L6IT_IT_VISp,L6IT_2,L6IT_2_IT_2,L6IT_2_IT_2,unk,unk,unk
20190425_sample_12,15.5961290001869,65,L6 CT Cpa6,0.49,"L6 CT Cpa6 (48.6%), L6 CT Pou3f2 (42.6%), L6b Col6a1 (5.4%)",PV-,1.70194647201946,L6,12,10.0906855195127,Pvalb-Cre/wt; Ai9/wt,CT,F,0.714285714285714,L6,3.20686881961603,L6 CT ALM Cpa6,"L6 CT ALM Cpa6 (76.0%), L6 CT ALM Nxph2 Sla (22.0%)",L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190425_sample_13,8.82945954799652,65,L6 CT Cpa6,0.57,"L6 CT Cpa6 (57.1%), L6b Col6a1 (23.9%), L6 CT Pou3f2 (16.3%)",PV-,1.35019455252918,L6,14,12.5730908768412,Pvalb-Cre/wt; Ai9/wt,CT,F,0.75,L6,3.58147447618708,L6 CT ALM Cpa6,"L6 CT ALM Cpa6 (83.0%), L6 CT VISp Krt80 Sla (17.0%)",L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190425_sample_14,13.2112689316272,65,L6 CT Cpa6,0.42,"L6 CT Cpa6 (42.4%), L6b Col6a1 (35.3%), L6 CT Pou3f2 (16.0%)",PV-,1.39641434262948,L6,27,6.28455514827731,Pvalb-Cre/wt; Ai9/wt,CT,F,0.6875,L6,3.380518440951,L6 CT ALM Cpa6,L6 CT ALM Cpa6 (99.0%),L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190425_sample_16,1.30554661154747,65,L6 IT_2,0.77,"L6 IT_2 (76.6%), L6 IT_1 (23.1%)",PV-,3.35076923076923,L6,18,11.63689359958,Pvalb-Cre/wt; Ai9/wt,IT,F,0.888888888888888,L6,4.22649739212784,L6 IT VISp Penk Fst,"L6 IT VISp Penk Fst (87.0%), L6 IT VISp Penk Col27a1 (12.0%)",L6IT,L6IT_IT,L6IT_IT_VISp,L6IT_2,L6IT_2_IT_2,L6IT_2_IT_2,unk,unk,unk
20190425_sample_4,5.60659542679786,122,Lamp5 Slc35d3,0.98,Lamp5 Slc35d3 (98.3%),PV-,1.58272506082724,L6,16,6.99780070140898,Pvalb-Cre/wt; Ai9/wt,Lamp5,M,0.6,L6,3.23970038850105,Lamp5 Lsp1,Lamp5 Lsp1 (100.0%),Lamp5,Lamp5_Lsp1,Lamp5_Lsp1,Lamp5,Lamp5_Slc35d3,Lamp5_Slc35d3,unk,unk,unk
20190425_sample_6,13.151615858078,122,Sst Pvalb Etv1,0.42,"Sst Pvalb Etv1 (41.9%), Sst Crhr2_2 (19.0%), Sst Crhr2_1 (17.1%)",PV-,1.03812824956672,L6,15,29.6519648467848,Pvalb-Cre/wt; Ai9/wt,Sst,M,0.25,L6,1.95133975984445,Sst Calb2 Pdlim5,"Sst Calb2 Pdlim5 (75.0%), Sst Esm1 (10.0%), Sst Crhr2 Efemp1 (9.0%)",Sst,Sst_Calb2,Sst_Calb2_Pdlim5,Sst,Sst_Pvalb,Sst_Pvalb_Etv1,unk,unk,unk
20190425_sample_7,8.90076160430908,122,L6 IT_2,0.75,"L6 IT_2 (75.4%), L5 IT_4 (12.3%), L6 IT_1 (11.7%)",PV-,5.73540856031128,L6,21,10.3127021874974,Pvalb-Cre/wt; Ai9/wt,IT,M,0.75,L6,3.23317668823098,L6 IT VISp Penk Col27a1,"L6 IT VISp Penk Col27a1 (81.0%), L6 IT VISp Penk Fst (19.0%)",L6IT,L6IT_IT,L6IT_IT_VISp,L6IT_2,L6IT_2_IT_2,L6IT_2_IT_2,unk,unk,unk
20190425_sample_8,6.82704523205757,122,L6 CT Cpa6,0.4,"L6 CT Cpa6 (40.4%), L6 CT Pou3f2 (35.4%), L6 CT Gpr139 (23.3%)",PV-,1.92639999999999,L6,16,11.8122815754791,Pvalb-Cre/wt; Ai9/wt,CT,M,1.0,L6,3.51493331283769,L6 CT VISp Ctxn3 Brinp3,"L6 CT VISp Ctxn3 Brinp3 (47.0%), L6 CT ALM Nxph2 Sla (39.0%), L6 CT VISp Gpr139 (9.0%)",L6CT,L6CT_CT,L6CT_CT_VISp,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190425_sample_9,5.88471442461013,65,L6 CT Cpa6,0.73,"L6 CT Cpa6 (72.6%), L6b Col6a1 (26.1%)",PV-,1.37430683918669,L6,29,9.99562401772863,Pvalb-Cre/wt; Ai9/wt,CT,F,0.933333333333333,L6,4.01263650579746,L6 CT ALM Cpa6,L6 CT ALM Cpa6 (95.0%),L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190429_sample_1,18.3942839503288,62,Pvalb Reln,0.76,"Pvalb Reln (76.0%), Pvalb Il1rapl2 (19.7%)",PV+,1.18716577540107,L5,73,7.76469238985132,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.846153846153846,L6,1.0937042666589,Pvalb Reln Itm2a,"Pvalb Reln Itm2a (56.0%), Pvalb Tpbg (25.0%), Pvalb Reln Tac1 (19.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,Pvalb,Pvalb_Reln,Pvalb_Reln,unk,unk,unk
20190429_sample_4,20.0825966894626,62,Pvalb Calb1_2,0.5,"Pvalb Calb1_2 (50.3%), Pvalb Reln (34.9%), Pvalb Kank4 (12.9%)",PV+,1.12771739130434,L6,60,9.18958186106158,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.787878787878787,L6,1.24332142338378,Pvalb Reln Tac1,"Pvalb Reln Tac1 (59.0%), Pvalb Reln Itm2a (26.0%), Pvalb Sema3e Kank4 (15.0%)",Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,Pvalb,Pvalb_Calb1_2,Pvalb_Calb1_2,unk,unk,unk
20190429_sample_5,21.1965106427669,62,Pvalb Kank4,0.76,"Pvalb Kank4 (76.0%), Pvalb Calb1_2 (12.9%), Pvalb Reln (3.7%)",PV+,1.09655172413793,L6,123,5.31228043486223,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.936507936507936,L6,0.94822810190819,Pvalb Sema3e Kank4,"Pvalb Sema3e Kank4 (94.0%), Pvalb Reln Itm2a (3.0%)",Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Kank4,Pvalb_Kank4,unk,unk,unk
20190429_sample_6,18.0621966719627,62,Pvalb Gpr149,0.88,"Pvalb Gpr149 (88.1%), Pvalb Kank4 (7.0%)",PV+,1.02011494252873,L6,48,7.22474898571445,Pvalb-Cre/wt; Ai9/wt,Pvalb,M,0.777777777777777,L6,1.40012689715446,Pvalb Gpr149 Islr,Pvalb Gpr149 Islr (100.0%),Pvalb,Pvalb_Gpr149,Pvalb_Gpr149_Islr,Pvalb,Pvalb_Gpr149,Pvalb_Gpr149,unk,unk,unk
20190429_sample_7,11.6552338004112,62,L6 CT Cpa6,0.93,"L6 CT Cpa6 (92.6%), L6 CT Grp (4.9%)",PV-,2.21073558648111,L6,30,10.7067743078283,Pvalb-Cre/wt; Ai9/wt,CT,M,0.611111111111111,L6,2.95464299521299,L6 CT VISp Ctxn3 Brinp3,"L6 CT VISp Ctxn3 Brinp3 (78.0%), L6 CT ALM Cpa6 (21.0%)",L6CT,L6CT_CT,L6CT_CT_VISp,L6CT,L6CT_CT,L6CT_CT_Cpa6,unk,unk,unk
20190430_sample_1,12.0850354433059,65,Vip Mybpc1_3,0.91,"Vip Mybpc1_3 (91.1%), Vip Chat_1 (6.6%)",VIP+,1.01120448179271,L2/3,26,17.9559046120896,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.733333333333333,L2/3,2.10772084283831,Vip Lect1 Oxtr,Vip Lect1 Oxtr (99.0%),Vip,Vip_Lect1,Vip_Lect1_Oxtr,Vip,Vip_Mybpc1_3,Vip_Mybpc1_3,unk,unk,unk
20190430_sample_10,-0.044994056224823,65,L4/5 IT_1,0.6,"L4/5 IT_1 (60.3%), L4/5 IT_2 (39.6%)",VIP-,1.68660968660968,L2/3,16,9.95996901958219,Vip-IRES-Cre/wt; Ai9/wt,IT,F,0.777777777777777,L2/3,5.14803686630359,L4 IT VISp Rspo1,"L4 IT VISp Rspo1 (81.0%), L5 IT ALM Pld5 (18.0%)",L4IT,L4IT_IT,L4IT_IT_VISp,L4/5,L4/5_IT_1,L4/5_IT_1,unk,unk,unk
20190430_sample_3,7.75902718305587,65,Vip Mybpc1_2,0.95,"Vip Mybpc1_2 (94.6%), Vip Chat_2 (1.9%)",VIP+,1.24882629107981,L2/3,34,22.0694105287458,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.619047619047619,L2/3,1.72761584314766,Vip Crispld2 Htr2c,"Vip Crispld2 Htr2c (88.0%), Vip Rspo1 Itga4 (8.0%)",Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,Vip,Vip_Mybpc1_2,Vip_Mybpc1_2,unk,unk,unk
20190430_sample_4,-0.0671371817588806,65,Vip Sncg,0.54,"Vip Sncg (53.7%), Sncg Col14a1 (46.0%)",VIP+,2.78443113772454,L2/3,22,15.7073617210082,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.5,L2/3,2.62767777935901,Sncg Vip Itih5,Sncg Vip Itih5 (100.0%),Sncg,Sncg_Vip,Sncg_Vip_Itih5,Vip,Vip_Sncg,Vip_Sncg,unk,unk,unk
20190430_sample_5,6.72104582190513,65,Vip Sncg,0.81,"Vip Sncg (81.3%), Vip Htr1f (15.1%)",VIP+,1.74402730375426,L2/3,32,13.8740463747791,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.631578947368421,L2/3,2.15164861101339,Vip Col15a1 Pde1a,Vip Col15a1 Pde1a (96.0%),Vip,Vip_Col15a1,Vip_Col15a1_Pde1a,Vip,Vip_Sncg,Vip_Sncg,unk,unk,unk
20190430_sample_6,10.2626755833625,65,Vip Mybpc1_1,0.95,Vip Mybpc1_1 (95.3%),VIP+,1.36341463414634,L2/3,32,10.7756885032744,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.6,L2/3,1.80707918282552,Vip Lmo1 Myl1,Vip Lmo1 Myl1 (98.0%),Vip,Vip_Lmo1,Vip_Lmo1_Myl1,Vip,Vip_Mybpc1_1,Vip_Mybpc1_1,unk,unk,unk
20190430_sample_7,6.71647116541862,65,L4/5 IT_1,0.88,"L4/5 IT_1 (88.3%), L4/5 IT_2 (7.4%)",VIP-,1.81355932203389,L2/3,25,12.1577158667541,Vip-IRES-Cre/wt; Ai9/wt,IT,F,0.846153846153846,L2/3,3.69088048727029,L4 IT VISp Rspo1,"L4 IT VISp Rspo1 (77.0%), L5 IT ALM Pld5 (23.0%)",L4IT,L4IT_IT,L4IT_IT_VISp,L4/5,L4/5_IT_1,L4/5_IT_1,unk,unk,unk
20190430_sample_8,11.8965245783329,65,Vip Serpinf1_3,0.79,"Vip Serpinf1_3 (79.4%), Lamp5 Pax6 (5.3%), Vip Serpinf1_2 (4.4%)",VIP-,1.26619552414605,L2/3,44,8.45367575459475,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,1.45454545454545,L2/3,3.0891788556525,Serpinf1 Aqp5 Vip,"Serpinf1 Aqp5 Vip (89.0%), Serpinf1 Clrn1 (10.0%)",Serpinf1,Serpinf1_Aqp5,Serpinf1_Aqp5_Vip,Vip,Vip_Serpinf1_3,Vip_Serpinf1_3,unk,unk,unk
20190430_sample_9,3.62279266119003,65,L2/3 IT_3,0.88,"L2/3 IT_3 (87.9%), L5 ET_2 (5.6%), L4/5 IT_2 (4.7%)",VIP-,1.84412153236459,L2/3,15,10.0814036607876,Vip-IRES-Cre/wt; Ai9/wt,IT,F,0.666666666666666,L2/3,4.54299919739567,L2/3 IT VISp Agmat,"L2/3 IT VISp Agmat (66.0%), L2/3 IT ALM Macc1 Lrg1 (34.0%)",L2/3,L2/3_IT,L2/3_IT_VISp,L2/3,L2/3_IT_3,L2/3_IT_3,unk,unk,unk
20190501_sample_1,9.75682586431503,66,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.4%),VIP+,1.12827988338192,L2/3,25,13.7736620733403,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.846153846153846,L2/3,1.88393252154033,Vip Crispld2 Htr2c,"Vip Crispld2 Htr2c (69.0%), Vip Crispld2 Kcne4 (31.0%)",Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,Vip,Vip_Mybpc1_2,Vip_Mybpc1_2,unk,unk,unk
20190501_sample_11,17.9645605385303,120,Pvalb Il1rapl2,0.84,"Pvalb Il1rapl2 (84.1%), Pvalb Calb1_2 (7.0%), Pvalb Reln (4.4%)",PV+,1.04188481675392,L6,129,4.72208724351425,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.939393939393939,L6,0.929690574936188,Pvalb Tpbg,Pvalb Tpbg (100.0%),Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,Pvalb,Pvalb_Il1rapl2,Pvalb_Il1rapl2,unk,unk,unk
20190501_sample_12,0.366579741239547,120,L5 IT_4,0.54,"L5 IT_4 (53.7%), L6 IT_1 (35.1%), L6 IT_2 (7.6%)",PV-,16.2018779342723,L6,21,18.7240339795328,Pvalb-Cre/wt; Ai9/wt,IT,F,0.818181818181818,L6,4.07340571418086,L5 IT VISp Col27a1,"L5 IT VISp Col27a1 (70.0%), L6 IT VISp Penk Col27a1 (23.0%), L6 IT VISp Penk Fst (6.0%)",L5IT,L5IT_IT,L5IT_IT_VISp,L5IT_4,L5IT_4_IT_4,L5IT_4_IT_4,unk,unk,unk
20190501_sample_14,20.4467549920082,120,Pvalb Gabrg1,1.0,Pvalb Gabrg1 (99.9%),PV+,1.04330708661417,L6,73,12.9007499410468,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.894736842105263,L6,1.2159545166176,Pvalb Gabrg1,Pvalb Gabrg1 (100.0%),Pvalb,Pvalb_Gabrg1,Pvalb_Gabrg1,Pvalb,Pvalb_Gabrg1,Pvalb_Gabrg1,unk,unk,unk
20190501_sample_3,6.33942335844039,66,Vip Mybpc1_2,0.82,"Vip Mybpc1_2 (82.4%), Vip Igfbp6_2 (7.3%), Vip Mybpc1_3 (6.1%)",VIP+,1.32640144665461,L2/3,10,29.7313532685498,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.111111111111111,L2/3,1.88023961046062,Vip Crispld2 Htr2c,"Vip Crispld2 Htr2c (69.0%), Vip Rspo1 Itga4 (15.0%), Vip Lect1 Oxtr (8.0%)",Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,Vip,Vip_Mybpc1_2,Vip_Mybpc1_2,unk,unk,unk
20190501_sample_4,13.737142086029,66,Vip Mybpc1_2,0.77,"Vip Mybpc1_2 (77.3%), Vip Sncg (20.0%)",VIP+,1.20608108108107,L2/3,37,23.9024618214497,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.789473684210526,L2/3,1.54924863430835,Vip Crispld2 Htr2c,"Vip Crispld2 Htr2c (89.0%), L2/3 IT VISp Adamts2 (3.0%), Vip Pygm C1ql1 (2.0%)",Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,Vip,Vip_Mybpc1_2,Vip_Mybpc1_2,unk,unk,unk
20190501_sample_5,2.56945937871933,66,L6 CT Pou3f2,0.73,"L6 CT Pou3f2 (72.9%), L6 CT Cpa6 (26.9%)",VIP-,1.68359788359788,L6,20,7.12923487139065,Vip-IRES-Cre/wt; Ai9/wt,CT,F,0.9,L6,3.14705592730785,L6 CT ALM Nxph2 Sla,L6 CT ALM Nxph2 Sla (99.0%),L6CT,L6CT_CT,L6CT_CT_ALM,L6CT,L6CT_CT,L6CT_CT_Pou3f2,unk,unk,unk
20190501_sample_6,7.87743180990219,66,Vip Sncg,0.85,"Vip Sncg (85.3%), Vip Mybpc1_2 (6.3%), Sncg Col14a1 (4.6%)",VIP+,2.03225806451612,L2/3,30,19.0875581772011,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.705882352941176,L2/3,2.88340520802777,Vip Col15a1 Pde1a,"Vip Col15a1 Pde1a (83.0%), Sncg Vip Nptx2 (10.0%), Sncg Vip Itih5 (7.0%)",Vip,Vip_Col15a1,Vip_Col15a1_Pde1a,Vip,Vip_Sncg,Vip_Sncg,unk,unk,unk
20190501_sample_7,21.4945003390312,120,Pvalb Kank4,0.94,"Pvalb Kank4 (93.6%), Pvalb Il1rapl2 (1.9%)",PV+,1.18490566037735,L6,119,7.60540909048203,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.916666666666666,L6,0.971944663773028,Pvalb Sema3e Kank4,Pvalb Sema3e Kank4 (100.0%),Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,Pvalb,Pvalb_Kank4,Pvalb_Kank4,unk,unk,unk
20190501_sample_8,4.09512966871261,66,Vip Mybpc1_1,0.84,"Vip Mybpc1_1 (84.1%), Vip Mybpc1_2 (15.1%)",VIP+,1.53694068678459,L5,33,18.5658412865897,Vip-IRES-Cre/wt; Ai9/wt,Vip,F,0.684210526315789,L2/3,2.13711611797133,Vip Lmo1 Myl1,Vip Lmo1 Myl1 (97.0%),Vip,Vip_Lmo1,Vip_Lmo1_Myl1,Vip,Vip_Mybpc1_1,Vip_Mybpc1_1,unk,unk,unk
20190501_sample_9,22.6401463150978,120,Pvalb Calb1_1,0.62,"Pvalb Calb1_1 (61.7%), Pvalb Calb1_2 (38.3%)",PV+,1.20238095238095,L6,62,5.50511939874805,Pvalb-Cre/wt; Ai9/wt,Pvalb,F,0.794117647058823,L6,1.06206733804764,Pvalb Calb1 Sst,Pvalb Calb1 Sst (100.0%),Pvalb,Pvalb_Calb1,Pvalb_Calb1_Sst,Pvalb,Pvalb_Calb1_1,Pvalb_Calb1_1,unk,unk,unk
20190503_sample_1,3.30859422683715,112,Vip Chat_2,0.69,"Vip Chat_2 (69.1%), Vip Mybpc1_3 (18.7%), Vip Mybpc1_2 (12.1%)",VIP+,1.6030534351145,L2/3,27,17.1322536578436,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.6875,L2/3,2.16423106562139,Vip Rspo1 Itga4,Vip Rspo1 Itga4 (100.0%),Vip,Vip_Rspo1,Vip_Rspo1_Itga4,Vip,Vip_Chat_2,Vip_Chat_2,unk,unk,unk
20190503_sample_3,6.71683251857757,112,Vip Mybpc1_3,0.79,"Vip Mybpc1_3 (79.1%), Vip Chat_2 (7.7%), Vip Mybpc1_1 (5.1%)",VIP+,1.30434782608695,L2/3,22,13.2544509489817,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.692307692307692,L2/3,2.23583070760362,Vip Lect1 Oxtr,Vip Lect1 Oxtr (95.0%),Vip,Vip_Lect1,Vip_Lect1_Oxtr,Vip,Vip_Mybpc1_3,Vip_Mybpc1_3,unk,unk,unk
20190506_sample_1,8.61715525388717,162,Vip Mybpc1_2,0.99,Vip Mybpc1_2 (99.1%),VIP+,1.15763546798029,L2/3,35,22.9173054001934,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.75,L2/3,1.97534803822275,Vip Crispld2 Kcne4,"Vip Crispld2 Kcne4 (57.0%), Vip Crispld2 Htr2c (43.0%)",Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,Vip,Vip_Mybpc1_2,Vip_Mybpc1_2,unk,unk,unk
20190506_sample_2,12.8450617194175,162,Vip Mybpc1_1,0.57,"Vip Mybpc1_1 (56.6%), Vip Mybpc1_2 (30.9%), Vip Mybpc1_3 (6.9%)",VIP+,1.33179723502303,L2/3,26,20.2040979933785,Vip-IRES-Cre/wt; Ai9/wt,Vip,M,0.666666666666666,L2/3,1.78657860215981,Vip Lmo1 Myl1,Vip Lmo1 Myl1 (98.0%),Vip,Vip_Lmo1,Vip_Lmo1_Myl1,Vip,Vip_Mybpc1_1,Vip_Mybpc1_1,unk,unk,unk
