Cell ID,AP maximum rate of rise (Upstroke) (mV/ms),Age (postnatal days),Anatomical Structure,Brain hemisphere,Cortical layer,Fluorescent protein positive,Genotype (full),Latency,Sex,T type assignment probability,T type class,T type class assignment probability,T type subclass,T type subclass assignment probability,VISp Viewer MET type,VISp Viewer T type,tau,VISp_T_1,VISp_T_2,VISp_T_3,CTKE_T_1,CTKE_T_2,CTKE_T_3,VISp_MET_1,VISp_MET_2,VISp_MET_3
757452772,135.254260256021,34,VISp,left,L1,positive,Tlx3-Cre_PL56/wt;Sst-IRES-FlpO/wt;Ai65F/wt,0.0129599999999999,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,52.6030205746936,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
757463278,375.391382786177,34,VISp,right,L5,positive,Tlx3-Cre_PL56/wt;Sst-IRES-FlpO/wt;Ai65F/wt,0.03148,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Myh8 Etv1,20.1542807902106,Sst,Sst_Myh8,Sst_Myh8_Etv1,unk,unk,unk,unk,unk,unk
757526382,361.482354088075,34,VISl,left,L5,positive,Tlx3-Cre_PL56/wt;Sst-IRES-FlpO/wt;Ai65F/wt,0.02948,F,0.8,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Crhr2 Efemp1,24.6327397787413,Sst,Sst_Crhr2,Sst_Crhr2_Efemp1,unk,unk,unk,unk,unk,unk
757531718,271.923157476458,55,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02694,M,0.94,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,17.2487706929199,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
757541223,277.558514235633,34,VISl,left,L4,positive,Tlx3-Cre_PL56/wt;Sst-IRES-FlpO/wt;Ai65F/wt,0.03588,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,29.490788193897,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
757545275,388.450284069677,34,VISp,right,L6a,positive,Tlx3-Cre_PL56/wt;Sst-IRES-FlpO/wt;Ai65F/wt,0.0473,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,17.1744682511828,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
757575885,298.730999351722,55,VISp,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01974,M,0.84,CGE interneuron,1.0,Vip interneuron,0.87,,Vip Pygm C1ql1,17.5641120894985,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
757885358,317.686138517932,51,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.00565999999999999,M,0.8,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,8.5516492032725,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
757894130,245.924973284882,51,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.01432,M,0.97,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Esm1,23.2833694000774,Sst,Sst_Esm1,Sst_Esm1,unk,unk,unk,unk,unk,unk
757898117,254.07805227114,51,VISl,right,L5,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.0411799999999999,M,0.79,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Tpbg,12.0047859679067,Pvalb,Pvalb_Tpbg,Pvalb_Tpbg,unk,unk,unk,unk,unk,unk
758002124,282.77916824548,51,VISp,left,L6a,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.0388399999999999,M,0.26,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,46.5627764262093,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
758021287,406.603282182142,54,VISpm,right,L2/3,positive,Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01332,M,0.64,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Htr2c,13.3155896240633,Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,unk,unk,unk,unk,unk,unk
758027440,200.937191732725,51,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.01766,M,0.55,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Nr2f2 Necab1,29.1810275045464,Sst,Sst_Nr2f2,Sst_Nr2f2_Necab1,unk,unk,unk,unk,unk,unk
758058197,408.539535616627,54,VISp,right,L2/3,positive,Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.02174,M,0.99,CGE interneuron,1.0,Vip interneuron,0.99,,Vip Col15a1 Pde1a,15.4351562404739,Vip,Vip_Col15a1,Vip_Col15a1_Pde1a,unk,unk,unk,unk,unk,unk
758068612,253.878967696991,54,VISpm,right,L1,positive,Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01366,M,0.52,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Rspo1 Itga4,16.2564721015534,Vip,Vip_Rspo1,Vip_Rspo1_Itga4,unk,unk,unk,unk,unk,unk
758112844,381.753702427616,56,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02064,M,0.87,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,14.9589276439613,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
758130953,342.600632824719,52,VISp,left,L4,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03616,M,0.56,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,5.48694915731457,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
758142335,526.789816768335,56,VISp,right,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0055,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Myl1,11.3109089654452,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,unk,unk,unk
758147742,298.004807579531,52,VISp,left,L4,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.06216,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,9.96581867385887,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
758154001,500.647219722776,56,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01182,M,0.38,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Kcne4,11.4655746854353,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
758157901,323.048998088898,52,VISp,left,L2/3,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05594,M,0.96,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,10.1397013712305,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
758179526,291.707698412858,56,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02822,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lect1 Oxtr,17.7010063654698,Vip,Vip_Lect1,Vip_Lect1_Oxtr,unk,unk,unk,unk,unk,unk
758185679,294.401442834011,52,VISp,left,L2/3,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.035,M,0.47,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Reln Itm2a,5.98369794979135,Pvalb,Pvalb_Reln,Pvalb_Reln_Itm2a,unk,unk,unk,unk,unk,unk
758196105,271.887205487838,52,VISp,left,L2/3,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0261,M,0.36,MGE interneuron,1.0,Pvalb interneuron,0.86,,Pvalb Reln Tac1,10.7426635091588,Pvalb,Pvalb_Reln,Pvalb_Reln_Tac1,unk,unk,unk,unk,unk,unk
758206804,391.014483965673,52,VISp,right,L6a,positive,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03924,M,1.0,MGE interneuron,1.0,Pvalb interneuron,1.0,,Pvalb Sema3e Kank4,7.21216697827791,Pvalb,Pvalb_Sema3e,Pvalb_Sema3e_Kank4,unk,unk,unk,unk,unk,unk
758262960,350.989126014772,56,VISpm,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02206,M,0.73,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,10.4025300405034,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
758263126,247.701648096674,56,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0131,M,0.97,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-4,Vip Lmo1 Myl1,12.2050131045355,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,Vip,Vip_MET,
758263959,367.42025474151,56,VISpm,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04008,M,0.6,CGE interneuron,1.0,Vip interneuron,0.69,,Vip Crispld2 Kcne4,10.6004715963832,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,unk,unk,unk
758269209,168.936284966166,56,VISp,right,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0369,M,0.53,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,10.5792628865762,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
758828411,335.061409144687,36,VISp,left,L5,positive,Vip-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65F/Ai65F,0.0249599999999999,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Mme Fam114a1,7.65904639363619,Sst,Sst_Mme,Sst_Mme_Fam114a1,unk,unk,unk,unk,unk,unk
758911138,234.370780238,36,VISp,left,L5,positive,Vip-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65F/Ai65F,0.0338,M,0.63,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Chrna2 Ptgdr,34.1898086685428,Sst,Sst_Chrna2,Sst_Chrna2_Ptgdr,unk,unk,unk,unk,unk,unk
758923132,340.962721575526,36,VISl,left,L5,positive,Vip-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65F/Ai65F,0.0203999999999999,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,12.8033117665144,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
758978501,238.856774572205,36,VISp,right,L6a,positive,Vip-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65F/Ai65F,0.0621,M,0.38,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,34.3275299208577,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
758978675,308.458515959362,36,VISp,right,L6a,positive,Vip-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65F/Ai65F,0.0257,M,0.42,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Nts,17.0354995120307,Sst,Sst_Nts,Sst_Nts,unk,unk,unk,unk,unk,unk
759000404,254.403943808284,36,VISp,right,L5,positive,Vip-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65F/Ai65F,0.04104,M,1.0,MGE interneuron,1.0,Sst Chodl interneuron,1.0,,Sst Chodl,63.936060520094,Sst,Sst_Chodl,Sst_Chodl,unk,unk,unk,unk,unk,unk
759005712,284.173736724681,36,VISp,right,L5,positive,Vip-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65F/Ai65F,0.01736,M,0.36,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Mme Fam114a1,11.6026151853159,Sst,Sst_Mme,Sst_Mme_Fam114a1,unk,unk,unk,unk,unk,unk
759416712,183.298555363515,54,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.0368,F,0.99,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Myh8 Etv1,22.7863453247949,Sst,Sst_Myh8,Sst_Myh8_Etv1,unk,unk,unk,unk,unk,unk
759440597,382.571302535766,54,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.02816,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac2 Tacstd2,34.1079719578883,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,unk,unk,unk
759440987,442.48550514956,59,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01202,M,0.98,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Htr2c,12.4892805164885,Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,unk,unk,unk,unk,unk,unk
759443215,260.885620205123,54,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.01506,F,0.82,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Nr2f2 Necab1,31.3047929629975,Sst,Sst_Nr2f2,Sst_Nr2f2_Necab1,unk,unk,unk,unk,unk,unk
759450448,317.025308724432,59,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01358,M,0.93,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Htr2c,12.0912668099612,Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,unk,unk,unk,unk,unk,unk
759454753,236.763308347389,54,VISp,left,L2/3,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.02844,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,30.7121869648705,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
759457825,293.871435951265,54,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai167(TIT2L-ChrimsonR-tdT-ICL-tTA2)/wt,0.0287,F,0.97,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Myh8 Etv1,40.7374997763036,Sst,Sst_Myh8,Sst_Myh8_Etv1,unk,unk,unk,unk,unk,unk
759458430,186.202633377459,59,VISp,right,L6a,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01494,M,0.57,CGE interneuron,1.0,Vip interneuron,0.59,,Vip Lmo1 Fam159b,23.0949769560901,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,unk,unk,unk
759462479,309.969217071645,59,VISp,right,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01592,M,0.65,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Fam159b,11.9488773056297,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,unk,unk,unk
759502397,205.402630484487,58,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01842,M,0.94,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,12.4198324852897,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
759504695,502.906962379387,58,VISl,left,L2/3,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01088,M,0.89,CGE interneuron,1.0,Vip interneuron,0.99,,Vip Chat Htr1f,11.5070365977356,Vip,Vip_Chat,Vip_Chat_Htr1f,unk,unk,unk,unk,unk,unk
759513794,523.712376071611,58,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01176,M,0.92,CGE interneuron,1.0,Vip interneuron,0.94,,Vip Chat Htr1f,7.62899266021685,Vip,Vip_Chat,Vip_Chat_Htr1f,unk,unk,unk,unk,unk,unk
759521920,210.963433036366,58,VISp,left,L5,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.02686,M,0.44,CGE interneuron,1.0,Vip interneuron,0.99,,Vip Pygm C1ql1,9.97324269468199,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
759523021,371.591545773672,58,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.02476,M,0.47,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,10.6728903712394,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
759529127,324.797685076787,58,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.0073,M,0.8,CGE interneuron,1.0,Sncg interneuron,0.8,,Serpinf1 Aqp5 Vip,12.6864330988646,Serpinf1,Serpinf1_Aqp5,Serpinf1_Aqp5_Vip,unk,unk,unk,unk,unk,unk
759529157,413.685256800261,58,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.01248,M,0.55,CGE interneuron,1.0,Sncg interneuron,0.55,,Serpinf1 Aqp5 Vip,12.3481208314463,Serpinf1,Serpinf1_Aqp5,Serpinf1_Aqp5_Vip,unk,unk,unk,unk,unk,unk
759530125,304.35253319807,59,VISp,left,L6a,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01688,F,0.86,CGE interneuron,1.0,Sncg interneuron,0.88,,Serpinf1 Aqp5 Vip,18.7262187601085,Serpinf1,Serpinf1_Aqp5,Serpinf1_Aqp5_Vip,unk,unk,unk,unk,unk,unk
759531501,305.139473172694,59,VISpm,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0242999999999999,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,13.5721740795684,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
759532491,266.495523571037,59,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04066,F,0.98,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,14.4857190621814,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
759537975,267.890136523326,59,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0119,F,0.56,CGE interneuron,1.0,Vip interneuron,0.57,,Vip Pygm C1ql1,16.8168030188566,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
759540146,85.8932688269718,59,VISp,right,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03546,F,0.94,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Arhgap36 Hmcn1,9.64961285363402,Vip,Vip_Arhgap36,Vip_Arhgap36_Hmcn1,unk,unk,unk,unk,unk,unk
759544868,385.701559778806,59,VISp,left,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01204,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,10.3466913245253,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
759544966,271.044859387212,59,VISp,left,L6a,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02568,F,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Arhgap36 Hmcn1,17.7620499125962,Vip,Vip_Arhgap36,Vip_Arhgap36_Hmcn1,unk,unk,unk,unk,unk,unk
759555764,144.867346699921,59,VISal,left,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04288,F,0.39,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Pygm C1ql1,13.5048787867255,Vip,Vip_Pygm,Vip_Pygm_C1ql1,unk,unk,unk,unk,unk,unk
759558762,383.060363690088,58,VISp,right,L5,positive,Vip-IRES-Cre/wt;Npy-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,0.02378,M,0.83,CGE interneuron,1.0,Sncg interneuron,1.0,,Sncg Vip Itih5,16.3106748081959,Sncg,Sncg_Vip,Sncg_Vip_Itih5,unk,unk,unk,unk,unk,unk
759565899,168.981176246391,59,VISp,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02366,F,0.37,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Igfbp4 Mab21l1,22.3674261642983,Vip,Vip_Igfbp4,Vip_Igfbp4_Mab21l1,unk,unk,unk,unk,unk,unk
759671629,178.850736943698,57,VISp,right,L2/3,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03998,M,0.51,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Necab1,28.9586685237659,Sst,Sst_Calb2,Sst_Calb2_Necab1,unk,unk,unk,unk,unk,unk
759675149,319.943369172383,57,VISp,right,L4,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03282,M,0.37,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,21.0439735768755,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
759684939,221.688498798444,54,VISp,left,L5,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.04788,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac2 Tacstd2,33.9017181510379,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,unk,unk,unk
759697468,256.837483910845,54,VISa,right,L6a,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.03578,M,0.99,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Rxfp1 Eya1,15.9931029390933,Sst,Sst_Rxfp1,Sst_Rxfp1_Eya1,unk,unk,unk,unk,unk,unk
759719475,159.141040413519,54,VISam,right,L4,positive,Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,0.04914,M,0.28,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Mme Fam114a1,18.6602320654336,Sst,Sst_Mme,Sst_Mme_Fam114a1,unk,unk,unk,unk,unk,unk
759726741,288.91595098306,57,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02206,M,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Cbln4,20.1089590019992,Sst,Sst_Hpse,Sst_Hpse_Cbln4,unk,unk,unk,unk,unk,unk
759744765,260.936785844942,57,VISl,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03018,M,0.52,MGE interneuron,1.0,Pvalb interneuron,0.52,,Pvalb Th Sst,17.5333394909811,Pvalb,Pvalb_Th,Pvalb_Th_Sst,unk,unk,unk,unk,unk,unk
759751429,218.658590771077,52,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03038,M,0.98,CGE interneuron,1.0,Vip interneuron,1.0,Vip-MET-5,Vip Crispld2 Kcne4,14.8694141802117,Vip,Vip_Crispld2,Vip_Crispld2_Kcne4,unk,unk,unk,Vip,Vip_MET,
759755329,272.910675793143,52,VISrl,right,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.009,M,0.45,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Myl1,13.2865304266857,Vip,Vip_Lmo1,Vip_Lmo1_Myl1,unk,unk,unk,unk,unk,unk
759758674,290.313869777695,57,VISp,right,L6a,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.0168,F,0.58,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Hpse Sema3c,21.6989829214501,Sst,Sst_Hpse,Sst_Hpse_Sema3c,unk,unk,unk,unk,unk,unk
759761401,316.239601417528,52,VISp,left,L4,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01722,M,0.5,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Lmo1 Fam159b,16.5239436545914,Vip,Vip_Lmo1,Vip_Lmo1_Fam159b,unk,unk,unk,unk,unk,unk
759761472,159.707860212472,57,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.04562,F,0.77,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,19.8156588851185,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
759762537,149.086879349595,52,VISp,right,L6a,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02738,M,1.0,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Arhgap36 Hmcn1,13.9194060759205,Vip,Vip_Arhgap36,Vip_Arhgap36_Hmcn1,unk,unk,unk,unk,unk,unk
759772525,292.283584689922,52,VISp,right,L2/3,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.01914,M,0.94,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Crispld2 Htr2c,13.4654676377492,Vip,Vip_Crispld2,Vip_Crispld2_Htr2c,unk,unk,unk,unk,unk,unk
759784296,172.459106336266,52,VISp,right,L5,positive,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.02274,M,0.99,CGE interneuron,1.0,Vip interneuron,1.0,,Vip Ptprt Pkp2,18.9952704888794,Vip,Vip_Ptprt,Vip_Ptprt_Pkp2,unk,unk,unk,unk,unk,unk
759891857,413.167272601859,58,VISp,right,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.05024,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Tac2 Tacstd2,20.1470567567801,Sst,Sst_Tac2,Sst_Tac2_Tacstd2,unk,unk,unk,unk,unk,unk
759899545,337.506859862639,58,VISp,left,L2/3,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03996,F,0.87,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,17.7368582928015,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
759901440,283.086744400977,58,VISp,left,L5,positive,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,0.03938,F,1.0,MGE interneuron,1.0,Sst interneuron,1.0,,Sst Calb2 Pdlim5,38.7509959094558,Sst,Sst_Calb2,Sst_Calb2_Pdlim5,unk,unk,unk,unk,unk,unk
